system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev,.geo
2002_07_04_0,90.0,8.0,34.0,2.0,57.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_07_08_0,89.0,8.0,32.0,4.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_07_12_0,90.0,8.0,34.0,3.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_07_16_0,90.0,8.0,48.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_07_20_0,85.0,8.0,34.0,7.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_07_24_0,92.0,0.0,34.0,2.0,58.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_07_28_0,67.0,72.0,8.0,9.0,25.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_08_05_0,91.0,0.0,32.0,2.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_08_09_0,92.0,8.0,32.0,1.0,59.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_08_13_0,87.0,8.0,34.0,6.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_08_17_0,93.0,8.0,115.0,,56.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_08_21_0,89.0,72.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_08_25_0,92.0,8.0,48.0,1.0,59.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_08_29_0,88.0,8.0,32.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_09_02_0,87.0,0.0,34.0,6.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_09_06_0,90.0,8.0,32.0,4.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_09_10_0,70.0,8.0,0.0,5.0,25.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_09_14_0,29.0,32.0,105.0,,7.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_09_18_0,89.0,8.0,34.0,6.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_09_22_0,88.0,0.0,34.0,7.0,45.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_09_26_0,87.0,8.0,34.0,9.0,43.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_09_30_0,78.0,0.0,0.0,8.0,28.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_10_04_0,78.0,8.0,2.0,8.0,27.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_10_08_0,57.0,0.0,2.0,6.0,14.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_10_12_0,69.0,0.0,2.0,8.0,19.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_10_16_0,46.0,48.0,0.0,8.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_10_20_0,64.0,0.0,2.0,8.0,12.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_10_24_0,2.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_10_28_0,0.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_11_01_0,47.0,0.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_11_05_0,44.0,0.0,2.0,7.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_11_09_0,43.0,0.0,2.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_11_13_0,35.0,32.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_11_17_0,44.0,0.0,0.0,7.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_11_21_0,39.0,0.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_11_25_0,45.0,8.0,10.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_11_29_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_12_03_0,32.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_12_07_0,35.0,8.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_12_11_0,41.0,0.0,2.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_12_15_0,32.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_12_19_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_12_23_0,2.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_12_27_0,23.0,48.0,8.0,8.0,3.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2002_12_31_0,32.0,48.0,8.0,7.0,4.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_01_01_0,19.0,8.0,105.0,,4.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_01_05_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_01_09_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_01_13_0,43.0,0.0,0.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_01_17_0,47.0,72.0,8.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_01_21_0,42.0,72.0,8.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_01_25_0,42.0,72.0,16.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_01_29_0,34.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_02_02_0,42.0,0.0,2.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_02_06_0,42.0,8.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_02_10_0,43.0,0.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_02_14_0,1.0,32.0,107.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_02_18_0,41.0,0.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_02_22_0,7.0,32.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_02_26_0,16.0,32.0,107.0,,3.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_03_02_0,34.0,0.0,2.0,7.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_03_06_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_03_10_0,41.0,8.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_03_14_0,42.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_03_18_0,32.0,0.0,0.0,7.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_03_22_0,42.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_03_26_0,39.0,0.0,2.0,8.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_03_30_0,43.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_04_03_0,42.0,8.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_04_07_0,42.0,0.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_04_11_0,40.0,0.0,2.0,7.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_04_15_0,48.0,8.0,2.0,7.0,12.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_04_19_0,37.0,0.0,0.0,6.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_04_23_0,52.0,0.0,0.0,7.0,14.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_04_27_0,56.0,0.0,2.0,8.0,16.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_05_01_0,40.0,32.0,113.0,,10.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_05_05_0,83.0,0.0,32.0,10.0,43.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_05_09_0,94.0,8.0,48.0,0.0,68.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_05_13_0,90.0,8.0,99.0,,49.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_05_17_0,93.0,0.0,32.0,0.0,66.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_05_21_0,91.0,8.0,97.0,,52.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_05_25_0,84.0,8.0,34.0,8.0,46.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_05_29_0,92.0,8.0,97.0,,53.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_06_02_0,40.0,48.0,107.0,,10.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_06_06_0,93.0,0.0,99.0,,55.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_06_10_0,89.0,8.0,97.0,,46.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_06_14_0,92.0,8.0,34.0,1.0,64.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_06_18_0,93.0,0.0,99.0,,55.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_06_22_0,83.0,8.0,34.0,9.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_06_26_0,93.0,0.0,99.0,,56.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_06_30_0,100.0,72.0,99.0,,70.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_07_04_0,89.0,8.0,34.0,3.0,55.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_07_08_0,82.0,8.0,34.0,10.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_07_12_0,83.0,8.0,34.0,9.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_07_16_0,93.0,0.0,34.0,0.0,66.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_07_20_0,75.0,8.0,0.0,5.0,33.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_07_24_0,93.0,8.0,42.0,1.0,61.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_07_28_0,84.0,72.0,32.0,8.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_08_01_0,87.0,32.0,32.0,6.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_08_05_0,97.0,72.0,97.0,,63.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_08_09_0,93.0,72.0,99.0,,56.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_08_13_0,93.0,8.0,32.0,0.0,65.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_08_17_0,89.0,0.0,34.0,4.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_08_21_0,91.0,8.0,34.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_08_25_0,93.0,8.0,32.0,1.0,62.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_08_29_0,0.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_09_02_0,90.0,0.0,34.0,4.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_09_06_0,91.0,0.0,34.0,3.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_09_10_0,91.0,8.0,32.0,4.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_09_14_0,89.0,8.0,32.0,5.0,46.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_09_18_0,90.0,0.0,32.0,4.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_09_22_0,90.0,0.0,34.0,5.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_09_26_0,91.0,0.0,32.0,4.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_09_30_0,88.0,0.0,32.0,7.0,45.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_10_04_0,82.0,0.0,0.0,8.0,32.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_10_08_0,69.0,8.0,0.0,8.0,20.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_10_12_0,68.0,0.0,0.0,8.0,19.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_10_16_0,64.0,0.0,2.0,8.0,13.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_10_20_0,54.0,0.0,2.0,7.0,12.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_10_24_0,43.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_10_28_0,52.0,0.0,0.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_11_01_0,23.0,32.0,8.0,7.0,3.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_11_05_0,41.0,8.0,16.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_11_09_0,39.0,48.0,18.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_11_13_0,9.0,48.0,105.0,,2.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_11_17_0,40.0,0.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_11_21_0,41.0,0.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_11_25_0,35.0,8.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_11_29_0,38.0,0.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_12_03_0,0.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_12_07_0,35.0,8.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_12_11_0,27.0,0.0,10.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_12_15_0,45.0,72.0,99.0,,12.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_12_23_0,34.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_12_27_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2003_12_31_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_01_01_0,27.0,32.0,10.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_01_05_0,40.0,0.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_01_09_0,40.0,0.0,0.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_01_13_0,39.0,0.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_01_17_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_01_21_0,41.0,64.0,0.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_01_25_0,4.0,4.0,99.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_01_29_0,4.0,48.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_02_02_0,13.0,32.0,107.0,,3.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_02_06_0,27.0,0.0,8.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_02_10_0,28.0,8.0,10.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_02_14_0,41.0,72.0,0.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_02_18_0,36.0,32.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_02_22_0,37.0,0.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_02_26_0,38.0,48.0,18.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_03_01_0,42.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_03_05_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_03_09_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_03_13_0,31.0,0.0,2.0,7.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_03_17_0,46.0,8.0,2.0,9.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_03_21_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_03_25_0,2.0,32.0,107.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_03_29_0,42.0,0.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_04_02_0,43.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_04_06_0,38.0,72.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_04_10_0,44.0,0.0,2.0,9.0,11.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_04_14_0,42.0,0.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_04_18_0,55.0,0.0,0.0,6.0,15.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_04_22_0,4.0,32.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_04_26_0,67.0,0.0,2.0,3.0,21.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_04_30_0,88.0,72.0,97.0,,46.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_05_04_0,91.0,0.0,34.0,3.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_05_08_0,87.0,0.0,99.0,,44.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_05_12_0,93.0,0.0,34.0,1.0,64.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_05_16_0,91.0,0.0,34.0,2.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_05_20_0,64.0,48.0,105.0,,20.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_05_24_0,93.0,8.0,99.0,,56.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_05_28_0,90.0,0.0,34.0,2.0,57.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_06_01_0,93.0,0.0,97.0,,55.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_06_05_0,92.0,8.0,99.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_06_09_0,10.0,48.0,105.0,,2.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_06_13_0,86.0,8.0,34.0,6.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_06_17_0,92.0,0.0,34.0,2.0,58.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_06_21_0,92.0,8.0,34.0,1.0,59.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_06_25_0,58.0,32.0,2.0,9.0,18.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_06_29_0,93.0,8.0,99.0,,56.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_07_03_0,91.0,8.0,99.0,,52.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_07_07_0,91.0,8.0,34.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_07_11_0,85.0,32.0,32.0,8.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_07_15_0,82.0,8.0,32.0,10.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_07_19_0,87.0,8.0,32.0,7.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_07_23_0,64.0,48.0,107.0,,20.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_07_27_0,91.0,0.0,97.0,,52.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_07_31_0,90.0,8.0,34.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_08_04_0,90.0,0.0,34.0,3.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_08_08_0,89.0,8.0,32.0,4.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_08_12_0,88.0,72.0,32.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_08_16_0,89.0,8.0,32.0,4.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_08_20_0,89.0,8.0,32.0,5.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_08_24_0,45.0,0.0,0.0,3.0,12.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_08_28_0,89.0,0.0,97.0,,48.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_09_01_0,87.0,8.0,32.0,6.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_09_05_0,88.0,0.0,34.0,7.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_09_09_0,88.0,0.0,32.0,7.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_09_13_0,85.0,0.0,32.0,10.0,41.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_09_17_0,87.0,0.0,32.0,8.0,43.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_09_21_0,86.0,0.0,32.0,9.0,43.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_09_25_0,85.0,0.0,32.0,10.0,42.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_09_29_0,82.0,0.0,2.0,7.0,31.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_10_03_0,75.0,0.0,2.0,8.0,25.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_10_07_0,12.0,48.0,105.0,,3.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_10_11_0,54.0,0.0,2.0,7.0,13.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_10_15_0,57.0,8.0,18.0,8.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_10_19_0,5.0,48.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_10_23_0,37.0,48.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_10_27_0,39.0,0.0,0.0,7.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_10_31_0,26.0,8.0,0.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_11_04_0,43.0,0.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_11_08_0,34.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_11_12_0,42.0,0.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_11_16_0,35.0,8.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_11_20_0,2.0,32.0,107.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
