system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev,.geo
2011_12_23_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_12_27_0,45.0,72.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_12_31_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_01_01_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_01_05_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_01_09_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_01_13_0,35.0,8.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_01_17_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_01_21_0,34.0,48.0,8.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_01_25_0,40.0,0.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_01_29_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_02_02_0,46.0,8.0,0.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_02_06_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_02_10_0,34.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_02_14_0,36.0,8.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_02_18_0,42.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_02_22_0,39.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_02_26_0,41.0,0.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_03_01_0,40.0,0.0,0.0,9.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_03_05_0,34.0,0.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_03_09_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_03_13_0,42.0,8.0,18.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_03_17_0,16.0,32.0,16.0,7.0,3.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_03_21_0,36.0,0.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_03_25_0,46.0,8.0,0.0,9.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_03_29_0,55.0,8.0,2.0,7.0,13.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_04_02_0,61.0,8.0,0.0,3.0,15.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_04_06_0,68.0,0.0,0.0,7.0,22.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_04_10_0,70.0,0.0,2.0,8.0,24.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_04_14_0,86.0,0.0,32.0,7.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_04_18_0,86.0,0.0,34.0,7.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_04_22_0,75.0,8.0,2.0,11.0,30.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_04_26_0,82.0,72.0,32.0,11.0,42.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_04_30_0,90.0,8.0,34.0,3.0,54.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_05_04_0,38.0,32.0,107.0,,9.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_05_08_0,87.0,0.0,32.0,5.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_05_12_0,86.0,8.0,32.0,6.0,48.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_05_16_0,87.0,8.0,32.0,5.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_05_20_0,93.0,0.0,34.0,1.0,64.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_05_24_0,85.0,8.0,34.0,7.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_05_28_0,39.0,32.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_06_01_0,91.0,8.0,32.0,2.0,58.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_06_05_0,92.0,0.0,97.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_06_09_0,92.0,0.0,99.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_06_13_0,90.0,8.0,34.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_06_17_0,41.0,32.0,8.0,5.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_06_21_0,92.0,0.0,34.0,1.0,65.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_06_25_0,89.0,0.0,32.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_06_29_0,89.0,8.0,34.0,3.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_07_03_0,88.0,8.0,32.0,4.0,52.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_07_07_0,88.0,8.0,32.0,4.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_07_11_0,89.0,8.0,97.0,,47.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_07_15_0,85.0,72.0,32.0,7.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_07_19_0,90.0,0.0,32.0,3.0,58.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_07_23_0,88.0,8.0,34.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_07_27_0,87.0,0.0,32.0,6.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_07_31_0,90.0,0.0,34.0,3.0,54.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_08_04_0,90.0,0.0,34.0,4.0,54.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_08_08_0,87.0,8.0,34.0,6.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_08_12_0,89.0,0.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_08_16_0,89.0,8.0,34.0,5.0,51.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_08_20_0,87.0,72.0,34.0,6.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_08_24_0,83.0,0.0,34.0,9.0,41.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_08_28_0,84.0,8.0,32.0,9.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_09_01_0,82.0,0.0,2.0,8.0,39.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_09_05_0,89.0,0.0,34.0,6.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_09_09_0,91.0,0.0,32.0,4.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_09_13_0,3.0,32.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_09_17_0,90.0,0.0,32.0,5.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_09_21_0,91.0,0.0,34.0,4.0,51.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_09_25_0,18.0,32.0,105.0,,4.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_09_29_0,87.0,8.0,32.0,9.0,43.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_10_03_0,9.0,32.0,107.0,,2.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_10_07_0,77.0,0.0,0.0,8.0,26.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_10_11_0,33.0,32.0,18.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_10_15_0,52.0,0.0,0.0,8.0,12.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_10_19_0,52.0,0.0,0.0,7.0,12.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_10_23_0,45.0,48.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_10_27_0,52.0,0.0,0.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_10_31_0,45.0,0.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_11_04_0,47.0,0.0,2.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_11_08_0,39.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_11_12_0,45.0,0.0,0.0,7.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_11_16_0,42.0,0.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_11_20_0,43.0,0.0,0.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_11_24_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_11_28_0,41.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_12_02_0,44.0,0.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_12_06_0,2.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_12_10_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_12_14_0,34.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_12_18_0,47.0,72.0,8.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_12_22_0,39.0,8.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_12_26_0,35.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2012_12_30_0,27.0,0.0,8.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_01_01_0,47.0,72.0,8.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_01_05_0,43.0,72.0,0.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_01_09_0,27.0,48.0,10.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_01_13_0,42.0,72.0,18.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_01_17_0,36.0,48.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_01_21_0,39.0,0.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_01_25_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_01_29_0,34.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_02_02_0,41.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_02_06_0,38.0,0.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_02_10_0,42.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_02_14_0,43.0,0.0,0.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_02_18_0,32.0,0.0,2.0,7.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_02_22_0,4.0,4.0,97.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_02_26_0,0.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_03_02_0,3.0,0.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_03_06_0,6.0,64.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_03_10_0,48.0,72.0,10.0,9.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_03_14_0,36.0,72.0,16.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_03_18_0,32.0,8.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_03_22_0,1.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_03_26_0,43.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_03_30_0,42.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_04_03_0,42.0,8.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_04_07_0,20.0,48.0,10.0,8.0,4.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_04_11_0,41.0,0.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_04_15_0,37.0,8.0,16.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_04_19_0,48.0,8.0,0.0,7.0,12.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_04_23_0,37.0,0.0,0.0,6.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_04_27_0,46.0,0.0,2.0,9.0,11.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_05_01_0,60.0,72.0,18.0,8.0,18.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_05_05_0,58.0,0.0,0.0,0.0,16.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_05_09_0,84.0,0.0,32.0,9.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_05_13_0,90.0,0.0,34.0,3.0,54.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_05_17_0,89.0,8.0,32.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_05_21_0,92.0,0.0,34.0,1.0,60.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_05_25_0,44.0,48.0,107.0,,11.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_05_29_0,90.0,8.0,34.0,2.0,57.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_06_02_0,91.0,0.0,97.0,,51.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_06_06_0,82.0,32.0,34.0,10.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_06_10_0,73.0,32.0,0.0,8.0,30.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_06_14_0,50.0,8.0,107.0,,13.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_06_18_0,92.0,8.0,34.0,2.0,58.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_06_22_0,90.0,8.0,97.0,,49.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_06_26_0,93.0,0.0,34.0,1.0,62.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_06_30_0,49.0,32.0,10.0,8.0,14.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_07_04_0,92.0,8.0,97.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_07_08_0,92.0,0.0,34.0,1.0,61.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_07_12_0,91.0,0.0,34.0,2.0,55.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_07_16_0,99.0,72.0,99.0,,69.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_07_20_0,93.0,8.0,34.0,1.0,64.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_07_24_0,90.0,0.0,32.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_07_28_0,91.0,8.0,34.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_08_01_0,100.0,8.0,107.0,,70.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_08_05_0,90.0,0.0,34.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_08_09_0,91.0,0.0,32.0,3.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_08_13_0,94.0,8.0,34.0,0.0,68.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_08_17_0,91.0,8.0,32.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_08_21_0,90.0,8.0,34.0,3.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_08_25_0,92.0,0.0,32.0,2.0,61.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_08_29_0,88.0,8.0,32.0,7.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_09_02_0,89.0,0.0,34.0,5.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_09_06_0,91.0,8.0,34.0,4.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_09_10_0,89.0,0.0,34.0,6.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_09_14_0,89.0,0.0,32.0,5.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_09_18_0,90.0,8.0,32.0,4.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_09_22_0,91.0,0.0,34.0,4.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_09_26_0,89.0,0.0,32.0,6.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_09_30_0,87.0,8.0,32.0,8.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_10_04_0,88.0,0.0,32.0,7.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_10_08_0,90.0,0.0,34.0,6.0,42.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_10_12_0,81.0,0.0,2.0,7.0,30.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_10_16_0,72.0,0.0,0.0,9.0,22.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_10_20_0,73.0,0.0,2.0,7.0,16.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_10_24_0,74.0,64.0,2.0,7.0,17.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_10_28_0,63.0,0.0,0.0,7.0,12.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_11_01_0,47.0,0.0,0.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_11_05_0,46.0,0.0,0.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_11_09_0,43.0,0.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_11_13_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_11_17_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_11_21_0,35.0,48.0,8.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_11_25_0,35.0,8.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_11_29_0,39.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_12_03_0,33.0,8.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_12_07_0,36.0,8.0,0.0,8.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_12_11_0,36.0,0.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_12_15_0,36.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_12_19_0,1.0,48.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_12_23_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_12_27_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2013_12_31_0,35.0,8.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_01_01_0,35.0,8.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_01_05_0,64.0,8.0,10.0,7.0,13.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_01_09_0,34.0,72.0,10.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_01_13_0,39.0,8.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_01_17_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_01_21_0,34.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_01_25_0,42.0,8.0,8.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_01_29_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_02_02_0,9.0,4.0,97.0,,2.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_02_06_0,2.0,0.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_02_10_0,36.0,8.0,10.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_02_14_0,5.0,0.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_02_18_0,42.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_02_22_0,20.0,48.0,8.0,9.0,3.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_02_26_0,40.0,0.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_03_02_0,35.0,8.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_03_06_0,39.0,8.0,2.0,10.0,8.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_03_10_0,39.0,0.0,2.0,9.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_03_14_0,39.0,0.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_03_18_0,37.0,8.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_03_22_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_03_26_0,42.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_03_30_0,42.0,8.0,10.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_04_03_0,40.0,0.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_04_07_0,49.0,72.0,0.0,3.0,12.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_04_11_0,29.0,0.0,2.0,7.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_04_15_0,41.0,0.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_04_19_0,42.0,8.0,2.0,4.0,10.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_04_23_0,41.0,0.0,2.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
